disturbance,node_mean,node_var,node+clf_mean,node+clf_var,l1-node_mean,l1-node_var,num_shapes
no_llc_pulses,1.0,0.0,0.9029258389038868,0.0016809034128861082,0.860918908743666,0.0070022387546835995,2
with_llc_matched_multisine,1.0,0.0,0.9716360411727347,0.0029641024464176656,0.9651226146311692,0.0037868860093894533,2
with_llc_matched_multisine_unmatched_pulse,1.0,0.0,0.9618901691949528,0.007942071352614266,0.9440425280358877,0.007181329669021043,2
with_llc_unmatched_chirp,1.0,0.0,0.9610148176356065,0.004164983353606659,0.9472620417795936,0.0037875811384989254,2
with_llc_unmatched_const,1.0,0.0,0.556477030492289,0.08753531218133245,0.36941722266232413,0.15675989253328837,2
with_llc_unmatched_multisine,1.0,0.0,0.9680161081373757,0.00363886188944911,0.9666232077223784,0.005457633470332235,2
with_llc_unmatched_pulse,1.0,0.0,0.961892800275547,0.007942003073694068,0.9440423435859865,0.007182070397877841,2
