shape,disturbance,dtw_node,dtw_node_clf,dtw_l1_node,norm_node,norm_node_clf,norm_l1_node
IShape,no_llc_pulses,2216.3923459590324,1432.3379612742299,491.4332440400658,1.0,0.6462474768448353,0.22172664733121644
IShape,with_llc_matched_chirp,45.39395445481141,37.8780662245794,31.60966819952647,1.0,0.8344297534660944,0.6963409242301888
IShape,with_llc_matched_const,45.370693708216,37.84454200028017,31.61558810815981,1.0,0.8341186547347644,0.6968284045089367
IShape,with_llc_matched_multisine,45.40508988757218,37.894382458911224,31.592371037463113,1.0,0.8345844607452982,0.6957891971073986
IShape,with_llc_matched_multisine_unmatched_pulse,441.26254914077185,306.762525424991,264.5857621538883,1.0,0.6951927509423136,0.5996107366670721
IShape,with_llc_matched_pulse,45.33878299996676,37.84169935029869,31.612816658830816,1.0,0.8346430328826081,0.6972577243384321
IShape,with_llc_unmatched_chirp,291.7329868829404,210.68269549295232,57.85174791661888,1.0,0.7221764591794003,0.1983037589774935
IShape,with_llc_unmatched_const,27537.540795319725,10217.316379248581,480.95149859664195,1.0,0.37103227391260424,0.017465303171820788
IShape,with_llc_unmatched_multisine,175.99266429166434,92.03620635857696,44.67582271837063,1.0,0.522954787513471,0.2538504823378973
IShape,with_llc_unmatched_pulse,441.2110982552646,306.7676188485473,264.42407953762336,1.0,0.6952853635405734,0.5993142071522409
OShape,no_llc_pulses,977.9606346329074,767.0123885047876,852.9885155747388,1.0,0.78429781459731,0.8722115035795088
OShape,with_llc_matched_chirp,569.0627296371193,181.8230020752583,105.36137339520064,1.0,0.31951310919835396,0.18514896145524698
OShape,with_llc_matched_const,568.6922627941374,181.7282917500381,105.86121513935579,1.0,0.31955471111415923,0.1861485060817098
OShape,with_llc_matched_multisine,569.0178942940227,181.85434681070433,105.67549174661936,1.0,0.3195933706730436,0.1857155861112775
OShape,with_llc_matched_multisine_unmatched_pulse,388.8770517533761,242.18467324400757,75.32112455211971,1.0,0.6227795447225306,0.19368878727225075
OShape,with_llc_matched_pulse,568.9751182481407,181.96641279537738,105.89276909283282,1.0,0.3198143591158206,0.18611142332352573
OShape,with_llc_unmatched_chirp,755.8764192896197,291.4735921525926,89.16966364700052,1.0,0.38561011392116507,0.11796857445401336
OShape,with_llc_unmatched_const,19560.131236498444,11426.79905644773,527.117953084364,1.0,0.5841882612283177,0.026948589797842582
OShape,with_llc_unmatched_multisine,276.5443510413901,130.96772888408339,69.72553704403845,1.0,0.4735867082111599,0.2521314819177149
OShape,with_llc_unmatched_pulse,388.97250281941655,242.18258972772958,75.32777007059457,1.0,0.6226213626215237,0.1936583422339395
RShape,no_llc_pulses,999.4057003037608,472.85854300716227,281.5264821268334,1.0,0.473139729804864,0.28169389272171036
RShape,with_llc_matched_chirp,1147.840378126867,871.9796638567336,732.0952165895745,1.0,0.7596697942266991,0.6378022855270721
RShape,with_llc_matched_const,1147.8947664426103,872.1148030716048,732.5061958816676,1.0,0.7597515282470858,0.6381300945832736
RShape,with_llc_matched_multisine,1147.817354995333,871.9067571684623,732.1421217687223,1.0,0.7596215141493546,0.6378559433540706
RShape,with_llc_matched_multisine_unmatched_pulse,1483.047726630263,951.9209067095262,734.8010803846331,1.0,0.6418680192258226,0.4954669139706153
RShape,with_llc_matched_pulse,1147.8678089204184,872.1388970748624,732.5377193491579,1.0,0.7597903611349796,0.6381725436120709
RShape,with_llc_unmatched_chirp,1267.154484108919,915.6745029934726,730.6226250437452,1.0,0.7226226276880423,0.5765852815945559
RShape,with_llc_unmatched_const,4644.898968462456,2010.388634040209,725.4753881799464,1.0,0.43281643964490435,0.15618754963363427
RShape,with_llc_unmatched_multisine,1210.013755195618,887.4891092130154,770.0142048078013,1.0,0.7334537358788443,0.6363681416855599
RShape,with_llc_unmatched_pulse,1483.0398590443567,951.9953504582213,734.9435848787033,1.0,0.6419216210895838,0.4955656318989884
SShape,no_llc_pulses,1715.6878240988033,1659.836711303756,833.6147930948714,1.0,0.9674468093725709,0.48587789770714435
SShape,with_llc_matched_chirp,73.40280471974057,71.0760441221935,62.68832096977765,1.0,0.9683014755848787,0.8540316846083481
SShape,with_llc_matched_const,73.40991707908776,71.13620912671107,62.71573550524056,1.0,0.9690272371520713,0.8543223858661237
SShape,with_llc_matched_multisine,73.39959107269397,71.08039748091959,62.69797264703583,1.0,0.968403181027569,0.8542005715664084
SShape,with_llc_matched_multisine_unmatched_pulse,344.41389254003775,191.9740806326144,93.81007585827524,1.0,0.5573935453556004,0.27237599263615625
SShape,with_llc_matched_pulse,73.3759361083851,71.06135849481763,62.7158249077027,1.0,0.9684559034429412,0.8547192476708422
SShape,with_llc_unmatched_chirp,266.06477333179845,194.45140546383126,77.42335493116812,1.0,0.7308423547725309,0.29099438441862663
SShape,with_llc_unmatched_const,19435.98263498436,6850.573574686548,265.55561608776844,1.0,0.35246859926472973,0.01366309185776766
SShape,with_llc_unmatched_multisine,231.83198032173465,142.05903060138414,96.91941982998388,1.0,0.6127671877030757,0.41805888771462785
SShape,with_llc_unmatched_pulse,344.50010103833324,192.01490501483804,93.79772564424233,1.0,0.5573725651635503,0.27227198297339616
