shape,disturbance,dtw_node,dtw_node_clf,dtw_l1_node,norm_node,norm_node_clf,norm_l1_node
Angle,no_llc_pulses,5602.378233304125,4030.014816662863,804.4533834051161,1.0,0.7193400104094851,0.143591408845431
Angle,with_llc_matched_chirp,759.5173127599364,580.0360372645441,195.17568607360795,1.0,0.763690343221812,0.25697332081131624
Angle,with_llc_matched_const,771.9081090523615,580.4369503776363,197.33078706744584,1.0,0.7519508391875995,0.25564025659699363
Angle,with_llc_matched_multisine,770.7348716526723,580.0124297652175,197.75128892401588,1.0,0.7525446831301504,0.25657498602597484
Angle,with_llc_matched_multisine_unmatched_pulse,1336.8215202898232,865.303506932229,236.68796009803626,1.0,0.6472842438567499,0.17705277518776197
Angle,with_llc_matched_pulse,778.5058784930893,585.711431682385,197.49956673324075,1.0,0.7523532549505139,0.25369052718719315
Angle,with_llc_unmatched_chirp,871.2109397469936,691.4192574342478,416.59992963314414,1.0,0.7936301369620558,0.4781849155316254
Angle,with_llc_unmatched_const,2128.5626386748345,1207.7695999502644,219.4709328114539,1.0,0.5674108800021866,0.10310757542380267
Angle,with_llc_unmatched_multisine,841.1591264528158,626.0170398073792,228.53502830663442,1.0,0.7442314065440924,0.27169060064814493
Angle,with_llc_unmatched_pulse,1337.563191217621,865.2714884232249,236.33102286456796,1.0,0.6469013906068575,0.17668774411280655
CShape,no_llc_pulses,4278.366322322628,2320.5074472174742,555.6989117587616,1.0,0.5423816644942464,0.1298857717861535
CShape,with_llc_matched_chirp,2771.6932898339332,1611.487022365739,381.6005104140599,1.0,0.5814088551126418,0.13767775526018738
CShape,with_llc_matched_const,2769.341134587793,1610.6746578539996,379.13666646134584,1.0,0.5816093357865582,0.13690500665523067
CShape,with_llc_matched_multisine,2770.3672529544783,1611.2823234622313,379.66515306634653,1.0,0.5816132578609813,0.1370450624051558
CShape,with_llc_matched_multisine_unmatched_pulse,3143.0976306519515,1691.9964742507477,400.8138367725625,1.0,0.5383213228091132,0.12752191750703729
CShape,with_llc_matched_pulse,2776.389685792644,1611.8178665729754,379.6112515218151,1.0,0.5805445376853899,0.13672837551024045
CShape,with_llc_unmatched_chirp,3139.2946999472592,1753.0779982766119,445.45492402191303,1.0,0.5584305284578934,0.14189649797115153
CShape,with_llc_unmatched_const,3247.8043263571044,1661.6357945602856,428.4680113267004,1.0,0.5116181972773148,0.1319254389340909
CShape,with_llc_unmatched_multisine,2716.875502134126,1586.6617597017155,364.0761842340141,1.0,0.5840023801073626,0.13400547207556238
CShape,with_llc_unmatched_pulse,3142.454933589144,1691.841337771953,400.4679092500975,1.0,0.5383820527346823,0.12743791644219524
DoubleBendedLine,no_llc_pulses,6175.973225256098,2709.637929215197,582.1810272574179,1.0,0.4387386133952737,0.09426547137164389
DoubleBendedLine,with_llc_matched_chirp,9326.84713912313,2819.9938365184125,846.9542400433038,1.0,0.30235231632449977,0.09080820425271072
DoubleBendedLine,with_llc_matched_const,9211.09172997859,2797.017176110044,842.7060070641212,1.0,0.303657509674648,0.09148817879225267
DoubleBendedLine,with_llc_matched_multisine,9210.643532542985,2796.8396242286535,842.4945844063175,1.0,0.3036530090809484,0.09146967651387454
DoubleBendedLine,with_llc_matched_multisine_unmatched_pulse,9649.757149927727,2868.2463477083443,854.0320185634563,1.0,0.29723508096054274,0.08850295456086713
DoubleBendedLine,with_llc_matched_pulse,9221.084594137403,2797.83442401574,842.5804650669304,1.0,0.30341706503750676,0.09137541863596259
DoubleBendedLine,with_llc_unmatched_chirp,10642.932485139661,2961.755952650399,838.178517828164,1.0,0.27828382419843317,0.07875447100679085
DoubleBendedLine,with_llc_unmatched_const,9535.75763415434,2991.889799171208,854.8397869201276,1.0,0.3137548073217716,0.08964571245585536
DoubleBendedLine,with_llc_unmatched_multisine,9033.73971543359,2832.6643977095714,836.5650129982669,1.0,0.3135649782858076,0.09260450703146193
DoubleBendedLine,with_llc_unmatched_pulse,9650.929657231703,2868.764371727347,854.1581282243998,1.0,0.2972526454565653,0.0885052692912704
GShape,no_llc_pulses,6068.821953162798,3008.8597086477025,458.0494594659254,1.0,0.49578974830191214,0.0754758440766598
GShape,with_llc_matched_chirp,9777.383861876011,4211.433232302983,1117.0678701372137,1.0,0.4307321152362862,0.11425018040796028
GShape,with_llc_matched_const,9730.292660377434,4191.818917638489,1114.5717487350707,1.0,0.4308009084565284,0.11454658021476581
GShape,with_llc_matched_multisine,9732.972625120474,4193.354768615722,1114.8728966198905,1.0,0.430840086593156,0.11454598092081768
GShape,with_llc_matched_multisine_unmatched_pulse,9453.525680896351,4256.19022308728,1135.9174382160634,1.0,0.4502225272088881,0.12015807398836616
GShape,with_llc_matched_pulse,9725.049428711338,4193.096336405951,1114.736901340002,1.0,0.4311645269407722,0.11462531985173831
GShape,with_llc_unmatched_chirp,10027.253420748226,4307.105593711427,1073.7058709235585,1.0,0.42953991616480297,0.1070787608401184
GShape,with_llc_unmatched_const,9211.646603667332,4355.701224618507,1132.355454122754,1.0,0.4728471913896935,0.1229264976005421
GShape,with_llc_unmatched_multisine,9620.980143766454,4166.662066864937,1102.822546925736,1.0,0.4330808300820126,0.11462683951595803
GShape,with_llc_unmatched_pulse,9451.661475192475,4254.218113683028,1135.6451336828918,1.0,0.4501026750533714,0.12015296322912003
PShape,no_llc_pulses,6152.506779265127,4406.831560700043,718.629645399612,1.0,0.7162660227456763,0.1168027393031897
PShape,with_llc_matched_chirp,6421.513326638624,2323.1620370868914,488.85490561554417,1.0,0.3617779671109027,0.07612767906088547
