shape,disturbance,dtw_node,dtw_node_clf,dtw_l1_node,norm_node,norm_node_clf,norm_l1_node
PShape,with_llc_matched_const,6519.984120357244,2340.392573600039,490.7958064439792,1.0,0.3589567904456497,0.07527561377206045
PShape,with_llc_matched_multisine,6542.628918261518,2347.4784428851785,492.0340709643947,1.0,0.35879743023985244,0.07520433714206981
PShape,with_llc_matched_multisine_unmatched_pulse,3341.922019951813,2099.1735053260513,448.27463558868243,1.0,0.6281335988074069,0.13413677306424585
PShape,with_llc_matched_pulse,6399.134625055055,2322.4697425004956,489.0356933718599,1.0,0.36293497145803744,0.07642216049918664
PShape,with_llc_unmatched_chirp,8400.302631206869,2939.8197070311526,502.578013035864,1.0,0.34996592814523275,0.05982856036267098
PShape,with_llc_unmatched_const,4695.463822510172,2671.424195622735,487.07857607391986,1.0,0.5689372331687149,0.10373385771579219
PShape,with_llc_unmatched_multisine,6484.023844705442,2309.479708223278,503.53501265012,1.0,0.356180014684723,0.07765779779808857
PShape,with_llc_unmatched_pulse,3330.159287917357,2095.853726356614,447.2661743610111,1.0,0.6293553986924562,0.13430774197012246
Sine,no_llc_pulses,3659.0648802171354,2267.9033603310536,124.51203704503918,1.0,0.6198040850799214,0.034028376407922674
Sine,with_llc_matched_chirp,1652.2203097392858,2117.4276143716506,828.1147443397302,1.0,1.2815649353116674,0.5012132700816416
Sine,with_llc_matched_const,1621.6715211659862,2112.1182628928254,828.7275027221463,1.0,1.30243285112031,0.5110329014881442
Sine,with_llc_matched_multisine,1617.2834155964522,2119.743759508442,827.0166366832011,1.0,1.3106816894716522,0.5113616010080697
Sine,with_llc_matched_multisine_unmatched_pulse,2951.538310999446,2013.8965036219618,892.292721498817,1.0,0.6823209768671507,0.302314463672562
Sine,with_llc_matched_pulse,1625.3905411272037,2107.3863560842997,826.9362922886776,1.0,1.296541540485915,0.5087615999753509
Sine,with_llc_unmatched_chirp,3017.3491226242318,2105.4068037664065,838.9218224023818,1.0,0.6977670525362687,0.2780327328091088
Sine,with_llc_unmatched_const,2594.683716430139,1866.3116319610174,833.8086023397432,1.0,0.719282901473925,0.32135269399498434
Sine,with_llc_unmatched_multisine,1778.6158245735892,1995.0095009669922,881.6394126430795,1.0,1.121664090358176,0.4956885013965545
Sine,with_llc_unmatched_pulse,2956.0234347684127,2014.1671810336181,894.5103694332594,1.0,0.6813772710132173,0.30260598035595043
Snake,no_llc_pulses,9213.740426421848,3681.770361653914,462.4955114329011,1.0,0.3995956247145686,0.05019628186036396
Snake,with_llc_matched_chirp,2185.02909204988,2411.0181628869364,972.5052404636987,1.0,1.103426115313204,0.44507656396983947
Snake,with_llc_matched_const,2184.712222910057,2409.0196243046457,972.0339468390773,1.0,1.1026713720197936,0.4449253941300878
Snake,with_llc_matched_multisine,2184.9171649146383,2407.3616662155196,972.1313598201845,1.0,1.101809123417991,0.44492824507521517
Snake,with_llc_matched_multisine_unmatched_pulse,3965.228476556158,2893.957340603016,1055.8460934160557,1.0,0.7298336924878659,0.26627623090538
Snake,with_llc_matched_pulse,2187.7226315791654,2403.3890011463373,972.2014953904405,1.0,1.0985803074183573,0.4443897418059234
Snake,with_llc_unmatched_chirp,3975.62565786577,3103.72062481195,1020.0973034497359,1.0,0.7806873412921167,0.25658786597059885
Snake,with_llc_unmatched_const,3020.1417768473607,2761.1815684653648,977.741350229879,1.0,0.9142556119824556,0.323740215683025
Snake,with_llc_unmatched_multisine,2154.9656026155417,2335.622310279744,981.5730479815767,1.0,1.0838327569799417,0.45549360360565117
Snake,with_llc_unmatched_pulse,3947.7062045714943,2892.251444756603,1055.9304455399044,1.0,0.7326410059105561,0.26747949082865474
Sshape,no_llc_pulses,3649.3185984560396,3249.5559757918,580.4463823485523,1.0,0.8904555434449127,0.1590560995672257
Sshape,with_llc_matched_chirp,2622.7067199594294,2710.7415379927543,829.5013757549016,1.0,1.0335663981654368,0.3162768331823747
Sshape,with_llc_matched_const,2563.0447123449935,2672.2492571134294,827.4340566882273,1.0,1.0426073506413869,0.32283247057800535
Sshape,with_llc_matched_multisine,2560.9569317117125,2668.294723553736,827.4523576529101,1.0,1.041913157739158,0.32310280091272403
Sshape,with_llc_matched_multisine_unmatched_pulse,4213.891407718062,3619.856279996277,834.2777954798878,1.0,0.8590293222474209,0.19798274676747596
Sshape,with_llc_matched_pulse,2584.45595448971,2679.354900066962,828.4308499122666,1.0,1.036719118935803,0.3205436132401942
Sshape,with_llc_unmatched_chirp,5672.558157063227,4298.4974194919905,898.1482755497132,1.0,0.7577705332363469,0.15833214057600756
Sshape,with_llc_unmatched_const,4815.425371336331,3981.211065842729,880.1225551929624,1.0,0.8267620737185054,0.18277150767030143
Sshape,with_llc_unmatched_multisine,2368.8845130891,2555.3636730361054,787.3694884004735,1.0,1.0787202410740702,0.3323798539143299
Sshape,with_llc_unmatched_pulse,4219.792629906847,3624.363297647261,833.8910682120965,1.0,0.8588960680106382,0.19761422926379793
WShape,no_llc_pulses,3412.266410407183,2154.746649725775,686.5057078520352,1.0,0.6314708145747187,0.20118760532830587
WShape,with_llc_matched_chirp,1247.9677679392018,595.19482561716,243.95406252897735,1.0,0.47693124847288243,0.19548106032563994
WShape,with_llc_matched_const,1301.4332618290775,601.2870235920357,244.11716112481975,1.0,0.46201909942501923,0.18757562779802428
WShape,with_llc_matched_multisine,1295.8162973504707,600.7861585509509,244.50959468075018,1.0,0.4636352851707191,0.18869155695965084
WShape,with_llc_matched_multisine_unmatched_pulse,900.8434049748066,661.0133756477085,327.0974913230042,1.0,0.7337716766280757,0.36310138867270936
WShape,with_llc_matched_pulse,1293.667137061614,603.5561527365174,244.24098082120096,1.0,0.46654671471937653,0.1887973914031399
WShape,with_llc_unmatched_chirp,926.3565828323703,691.201102394913,246.74383424289695,1.0,0.746150149094358,0.2663594546804734
WShape,with_llc_unmatched_const,867.9196420495522,623.8441802966425,289.9854222113826,1.0,0.7187810369442306,0.33411551964257363
WShape,with_llc_unmatched_multisine,1511.200822069221,722.5203817500228,273.87479750897785,1.0,0.47811010369932655,0.18122991564679874
WShape,with_llc_unmatched_pulse,896.051460691053,659.7342418866933,326.65128771686216,1.0,0.7362682511313502,0.36454523210635925
Worm,no_llc_pulses,4635.85795012309,3799.9026488325553,815.4935330024715,1.0,0.8196762475717492,0.17590994844456329
Worm,with_llc_matched_chirp,1142.571976221592,847.2686949325376,356.4615063819767,1.0,0.7415451390068202,0.31198166400052163
Worm,with_llc_matched_const,1162.334009785618,851.896077364963,354.71739536730786,1.0,0.7329184814286622,0.30517681869493973
Worm,with_llc_matched_multisine,1175.5150905505493,857.6908150824265,355.40153623664526,1.0,0.7296297784494875,0.3023368556418905
Worm,with_llc_matched_multisine_unmatched_pulse,1912.6590408034078,963.5064796588498,410.92666404086316,1.0,0.5037523463952734,0.21484574891521407
Worm,with_llc_matched_pulse,1127.9375646544663,838.6162096316094,355.7513783576916,1.0,0.7434952393739206,0.3153998851582471
Worm,with_llc_unmatched_chirp,3033.991340088417,1099.1508607735611,411.7672062171031,1.0,0.3622788391813701,0.1357179899548109
Worm,with_llc_unmatched_const,1505.6582187575764,1011.148077196664,380.9034500979316,1.0,0.671565475218561,0.25298135084882784
Worm,with_llc_unmatched_multisine,1376.093133917042,943.5662085122441,326.4801336728466,1.0,0.6856848459278245,0.23725148075081415
Worm,with_llc_unmatched_pulse,1916.760357953531,961.2545971692753,410.3747538277061,1.0,0.5014996231430718,0.2140981015831584
